"","Order","Family","Species","Occurrence","FishBase name","Name","Use","Use elsewhere","Country"
"4181","Perciformes","Nemipteridae","Nemipterus japonicus","native","Japanese threadfin bream","Gurisi","commercial","commercial","Indonesia"
"4191","Perciformes","Nemipteridae","Nemipterus marginatus","native","Red filament threadfin bream","","minor commercial","minor commercial","Indonesia"
"4201","Perciformes","Nemipteridae","Nemipterus mesoprion","native","Mauvelip threadfin bream","","minor commercial","minor commercial","Indonesia"
"42110","Perciformes","Nemipteridae","Nemipterus nematophorus","native","Doublewhip threadfin bream","","minor commercial","minor commercial","Indonesia"
"4221","Perciformes","Nemipteridae","Nemipterus nematopus","native","Yellow-tipped threadfin bream","","subsistence fisheries","subsistence fisheries","Indonesia"
"4231","Perciformes","Nemipteridae","Nemipterus nemurus","native","Redspine threadfin bream","","minor commercial","minor commercial","Indonesia"
"4241","Perciformes","Nemipteridae","Nemipterus peronii","native","Notchedfin threadfin bream","Cuih","minor commercial","commercial","Indonesia"
"4251","Perciformes","Nemipteridae","Nemipterus tambuloides","native","Fivelined threadfin bream","Gurisi","commercial","commercial","Indonesia"
"4261","Perciformes","Nemipteridae","Nemipterus thosaporni","native","Palefin threadfin bream","","minor commercial","minor commercial","Indonesia"
"4271","Perciformes","Nemipteridae","Nemipterus virgatus","native","Golden threadfin bream","","commercial","commercial","Indonesia"
"4281","Perciformes","Nemipteridae","Nemipterus zysron","native","Slender threadfin bream","Cuih","minor commercial","minor commercial","Indonesia"
"4291","Perciformes","Gempylidae","Neoepinnula orientalis","native","Sackfish","","subsistence fisheries","subsistence fisheries","Indonesia"
"4301","Siluriformes","Ariidae","Netuma thalassina","native","Giant catfish","Jahan","commercial","commercial","Indonesia"
"4318","Osteoglossiformes","Notopteridae","Notopterus notopterus","native","Bronze featherback","Kapirat","commercial","commercial","Indonesia"
"4321","Perciformes","Leiognathidae","Nuchequula blochii","misidentification","Twoblotch ponyfish","","commercial","commercial","Indonesia"
"4331","Clupeiformes","Clupeidae","Opisthopterus tardoore","native","Tardoore","","minor commercial","minor commercial","Indonesia"
"4341","Clupeiformes","Clupeidae","Opisthopterus valenciennesi","native","Slender tardoor","","subsistence fisheries","subsistence fisheries","Indonesia"
"4351","Perciformes","Cichlidae","Oreochromis mossambicus","introduced","Mozambique tilapia","Jahir","commercial","highly commercial","Indonesia"
"4361","Perciformes","Cichlidae","Oreochromis niloticus niloticus","introduced","Nile tilapia","Nila","commercial","highly commercial","Indonesia"
"4371","Perciformes","Osphronemidae","Osphronemus goramy","native","Giant gourami","Gurami","commercial","commercial","Indonesia"
"4381","Cypriniformes","Cyprinidae","Osteochilus melanopleurus","native","","Kelabau padi","commercial","commercial","Indonesia"
"4391","Cypriniformes","Cyprinidae","Osteochilus vittatus","native","Bonylip barb","Asah-asah","minor commercial","highly commercial","Indonesia"
"4401","Siluriformes","Ariidae","Osteogeneiosus militaris","native","Soldier catfish","Songop","commercial","commercial","Indonesia"
"4418","Perciformes","Sciaenidae","Otolithes ruber","native","Tigertooth croaker","Gelik","commercial","commercial","Indonesia"
"4421","Perciformes","Sciaenidae","Otolithoides biauritus","native","Bronze croaker","Pecah piring","minor commercial","minor commercial","Indonesia"
"4431","Perciformes","Cepolidae","Owstonia totomiensis","native","Short-tail bandfish","","subsistence fisheries","subsistence fisheries","Indonesia"
"4441","Perciformes","Labridae","Oxycheilinus bimaculatus","native","Two-spot wrasse","Little maori wrasse","subsistence fisheries","subsistence fisheries","Indonesia"
"4451","Perciformes","Eleotridae","Oxyeleotris marmorata","native","Marble goby","Ikan betutu","commercial","commercial","Indonesia"
"4461","Perciformes","Stromateidae","Pampus argenteus","native","Silver pomfret","Bawai puteh","commercial","highly commercial","Indonesia"
"4471","Perciformes","Stromateidae","Pampus chinensis","native","Chinese silver pomfret","","minor commercial","minor commercial","Indonesia"
"4481","Siluriformes","Pangasiidae","Pangasius kunyit","native","","Kunyit","commercial","commercial","Indonesia"
"4491","Siluriformes","Pangasiidae","Pangasius nasutus","native","","Patin","commercial","commercial","Indonesia"
"4501","Siluriformes","Pangasiidae","Pangasius pangasius","questionable","Pangas catfish","Jambal","commercial","commercial","Indonesia"
"4517","Perciformes","Sciaenidae","Panna microdon","native","Panna croaker","Gelamah","minor commercial","minor commercial","Indonesia"
"4521","Perciformes","Carangidae","Pantolabus radiatus","native","Fringefin trevally","","minor commercial","minor commercial","Indonesia"
"4531","Perciformes","Lutjanidae","Paracaesio kusakarii","native","Saddle-back snapper","","minor commercial","minor commercial","Indonesia"
"4541","Perciformes","Lutjanidae","Paracaesio sordida","native","Dirty ordure snapper","Fusilier snapper","commercial","commercial","Indonesia"
"4551","Perciformes","Lutjanidae","Paracaesio xanthura","native","Yellowtail blue snapper","False fusilier","commercial","commercial","Indonesia"
"4561","Cypriniformes","Cyprinidae","Parachela oxygastroides","native","Glass fish","Entebuloh","commercial","commercial","Indonesia"
"4571","Perciformes","Nemipteridae","Parascolopsis eriomma","native","Rosy dwarf monocle bream","Collared monocle bream","subsistence fisheries","subsistence fisheries","Indonesia"
"4581","Perciformes","Nemipteridae","Parascolopsis inermis","native","Unarmed dwarf monocle bream","Banded monocle bream","minor commercial","minor commercial","Indonesia"
"4591","Perciformes","Nemipteridae","Parascolopsis tanyactis","native","Long-rayed dwarf monocle bream","","subsistence fisheries","subsistence fisheries","Indonesia"
"4601","Perciformes","Nemipteridae","Parascolopsis tosensis","native","Tosa dwarf monocle bream","","subsistence fisheries","subsistence fisheries","Indonesia"
"4617","Perciformes","Carangidae","Parastromateus niger","native","Black pomfret","Bawai itam","commercial","highly commercial","Indonesia"
"4621","Perciformes","Mullidae","Parupeneus barberinoides","native","Bicolor goatfish","Half-and-half goatfish","commercial","commercial","Indonesia"
"4631","Perciformes","Mullidae","Parupeneus barberinus","native","Dash-and-dot goatfish","Biji nangka karang","commercial","commercial","Indonesia"
"4641","Perciformes","Mullidae","Parupeneus cyclostomus","native","Gold-saddle goatfish","Ciko-ciko","commercial","commercial","Indonesia"
"4651","Perciformes","Mullidae","Parupeneus heptacanthus","native","Cinnabar goatfish","Small-spot goatfish","commercial","commercial","Indonesia"
"4661","Perciformes","Mullidae","Parupeneus indicus","native","Indian goatfish","Biji nangka karang","commercial","commercial","Indonesia"
"4671","Perciformes","Mullidae","Parupeneus multifasciatus","native","Manybar goatfish","Banded goatfish","commercial","commercial","Indonesia"
"4681","Perciformes","Mullidae","Parupeneus pleurostigma","native","Sidespot goatfish","Round-spot goatfish","minor commercial","minor commercial","Indonesia"
"4691","Perciformes","Mullidae","Parupeneus trifasciatus","native","Doublebar goatfish","Gantup mirah","commercial","commercial","Indonesia"
"4701","Rajiformes","Dasyatidae","Pastinachus sephen","native","Cowtail stingray","Pari ayam","minor commercial","minor commercial","Indonesia"
"4716","Perciformes","Terapontidae","Pelates quadrilineatus","native","Fourlined terapon","Leloring","minor commercial","minor commercial","Indonesia"
"4721","Clupeiformes","Pristigasteridae","Pellona ditchela","native","Indian pellona","Dero","commercial","commercial","Indonesia"
"4731","Perciformes","Nemipteridae","Pentapodus bifasciatus","native","White-shouldered whiptail","White-ear whiptail","subsistence fisheries","subsistence fisheries","Indonesia"
"4741","Perciformes","Nemipteridae","Pentapodus caninus","native","Small-toothed whiptail","Gurisi","subsistence fisheries","subsistence fisheries","Indonesia"
"4751","Perciformes","Nemipteridae","Pentapodus emeryii","native","Double whiptail","Blue whiptail","subsistence fisheries","subsistence fisheries","Indonesia"
"4761","Perciformes","Nemipteridae","Pentapodus nagasakiensis","native","Japanese whiptail","Japanese whiptail","subsistence fisheries","subsistence fisheries","Indonesia"
"4771","Perciformes","Nemipteridae","Pentapodus porosus","native","Northwest Australian whiptail","","subsistence fisheries","subsistence fisheries","Indonesia"
"4781","Perciformes","Nemipteridae","Pentapodus setosus","native","Butterfly whiptail","Empase","minor commercial","minor commercial","Indonesia"
"4791","Perciformes","Nemipteridae","Pentapodus trivittatus","native","Three-striped whiptail","Krisi","subsistence fisheries","subsistence fisheries","Indonesia"
"4801","Perciformes","Lutjanidae","Pinjalo pinjalo","native","Pinjalo","Penyalo","minor commercial","minor commercial","Indonesia"
"4816","Anguilliformes","Ophichthidae","Pisodonophis boro","native","Rice-paddy eel","Tonang","minor commercial","minor commercial","Indonesia"
"4821","Anguilliformes","Ophichthidae","Pisodonophis cancrivorus","native","Longfin snake-eel","Estuary snake eel","minor commercial","minor commercial","Indonesia"
"4831","Perciformes","Ephippidae","Platax teira","native","Longfin batfish","Platax jenggot","commercial","minor commercial","Indonesia"
"4841","Scorpaeniformes","Platycephalidae","Platycephalus indicus","native","Bartail flathead","Ikan anjing","commercial","commercial","Indonesia"
"4851","Perciformes","Haemulidae","Plectorhinchus flavomaculatus","native","Lemonfish","Gold-spotted sweetlips","commercial","commercial","Indonesia"
"4861","Perciformes","Haemulidae","Plectorhinchus picus","native","Painted sweetlip","Macanan","commercial","commercial","Indonesia"
"4871","Perciformes","Serranidae","Plectropomus areolatus","native","Squaretail coralgrouper","Sunu kasar","minor commercial","minor commercial","Indonesia"
"4881","Perciformes","Serranidae","Plectropomus laevis","native","Blacksaddled coralgrouper","Footballer cod","commercial","commercial","Indonesia"
"4891","Perciformes","Serranidae","Plectropomus leopardus","native","Leopard coralgrouper","Kerapu sunu","commercial","commercial","Indonesia"
"4901","Perciformes","Serranidae","Plectropomus maculatus","native","Spotted coralgrouper","Kerapu lodi","commercial","commercial","Indonesia"
"4916","Perciformes","Serranidae","Plectropomus oligacanthus","native","Highfin coralgrouper","Kerapu ladah","minor commercial","minor commercial","Indonesia"
"4921","Perciformes","Serranidae","Plectropomus pessuliferus","native","Roving coralgrouper","Violet coral trout","commercial","commercial","Indonesia"
"4931","Perciformes","Serranidae","Plectropomus punctatus","questionable","Marbled coralgrouper","","commercial","commercial","Indonesia"
"4941","Siluriformes","Ariidae","Plicofollis tonggol","native","Roughback sea catfish","Manyung utik","commercial","commercial","Indonesia"
"4951","Siluriformes","Plotosidae","Plotosus canius","native","Gray eel-catfish","Sembilang","commercial","commercial","Indonesia"
"4961","Siluriformes","Plotosidae","Plotosus lineatus","native","Striped eel catfish","Sembilang karang","subsistence fisheries","commercial","Indonesia"
"4971","Perciformes","Polynemidae","Polydactylus sextarius","native","Blackspot threadfin","","commercial","commercial","Indonesia"
"4981","Perciformes","Pomacanthidae","Pomacanthus xanthometopon","native","Yellowface angelfish","Blue-face angelfish","commercial","commercial","Indonesia"
"4991","Perciformes","Pomacentridae","Pomacentrus lepidogenys","native","Scaly damsel","Scaly damsel","highly commercial","highly commercial","Indonesia"
"500","Perciformes","Haemulidae","Pomadasys argenteus","native","Silver grunt","Fine-spotted grunter-bream","commercial","commercial","Indonesia"
"5014","Perciformes","Haemulidae","Pomadasys furcatus","native","Banded grunter","Kerot-kerot","minor commercial","commercial","Indonesia"
"5021","Perciformes","Haemulidae","Pomadasys maculatus","native","Saddle grunt","Gerot-gerot","commercial","commercial","Indonesia"
"5031","Perciformes","Priacanthidae","Priacanthus hamrur","native","Moontail bullseye","Gora suangi","minor commercial","minor commercial","Indonesia"
"5041","Perciformes","Priacanthidae","Priacanthus macracanthus","native","Red bigeye","Broek abah","commercial","commercial","Indonesia"
"5051","Perciformes","Priacanthidae","Priacanthus sagittarius","native","Arrow bulleye","Brok abah","minor commercial","minor commercial","Indonesia"
"5061","Perciformes","Priacanthidae","Priacanthus tayenus","native","Purple-spotted bigeye","Serinding tembakau","minor commercial","minor commercial","Indonesia"
"5071","Carcharhiniformes","Carcharhinidae","Prionace glauca","native","Blue shark","Cucut selendang","minor commercial","minor commercial","Indonesia"
"5081","Perciformes","Lutjanidae","Pristipomoides argyrogrammicus","native","Ornate jobfish","","minor commercial","minor commercial","Indonesia"
"5091","Perciformes","Lutjanidae","Pristipomoides auricilla","native","Goldflag jobfish","","commercial","commercial","Indonesia"
"51010","Perciformes","Lutjanidae","Pristipomoides filamentosus","native","Crimson jobfish","","highly commercial","highly commercial","Indonesia"
"51110","Perciformes","Lutjanidae","Pristipomoides flavipinnis","native","Golden eye jobfish","","highly commercial","highly commercial","Indonesia"
