"ID","Genus Hybrid","Genus","Species Hybrid","Species","Infraspecific Rank","Infraspecific Epithet","Cultivar","No. Locations","Crop Wild Relative","Red List","Red List 1997","CITES Appendix","CITES Last Assessed","Medicinal Distribution","Medicinal Threatened","Medicinal Cites Listed","Medicinal PartUsed","Medicinal Symptoms Treated","Medicinal Reference"
"622","","Asparagus","","africanus","","","","12","No","","","","","Africa","","","","","7"
"142215","","Asparagus","","cochinchinensis","","","","13","No","","","","","China","","","","","42, 22"
"40065","","Asparagus","","flagellaris","","","","2","No","","","","","Africa","","","","","34"
"13456","","Asparagus","","officinalis","","","","74","No","","","","","Europe","","","","","21"
"5489","","Asparagus","","racemosus","","","","10","No","","","","","Africa, India","x","","root","epilepsy, night blindness","25, 10, 12, 4"
"9672","","Asplenium","","trichomanes","","","","80","No","","","","","Europe","","","","","21"
"101213","","Aster","","tataricus","","","","29","No","","","","","China","","","","","22"
"158147","","Astragalus","","atropilosulus","subsp.","abyssinicus","","2","No","","","","","Africa","","","","","34"
"40365","","Astragalus","","glycyphyllos","","","","43","No","","","","","Europe","","","","","21"
"257838","","Astragalus","","gummifer","","","","8","No","","","","","India","","","gum","","12"
"62353","","Astragalus","","membranaceus","","","","18","No","","","","","China","","","","","22"
"254362","","Astragalus","","mongholicus","","","","5","No","","","","","China","","","","","42"
"5789","","Asystasia","","gangetica","","","","22","No","","","","","Africa","","","","","34"
"40493","","Atropa","","acuminata","","","","5","No","","","","","India","x","","","","24"
"661","","Atropa","","belladonna","","","","40","No","","","","","Europe, India","","","leaf, roots","narcotic, sedative, diuretic, mydriatic, antidote of opium and aconite","21, 12"
"70689","","Aucoumea","","klaineana","","","","1","No","Vulnerable","","","","Africa","","","","","34"
"669","","Averrhoa","","carambola","","","","82","No","","","","","South America","","","","","31"
"40534","","Avicennia","","nitida","","","","1","No","","","","","South America","","","","","31"
"670","","Azadirachta","","indica","","","","47","No","","","","","India, Africa and Madagascar","","","seed, leaf, bark","skin disorders, hair care, burn, eczema, worms, gingivitis, measles, diabetes, rheumatism, scrofula, teeth care, soap","12, 4, 36"
"40547","","Azima","","tetracantha","","","","11","No","","","","","Africa","","","","","34"
"40580","","Baccharis","","genistelloides","","","","7","No","","","","","South America","","","","","31, 19"
"259482","","Baccharis","","trinervis","","","","3","No","","","","","South America","","","","","1"
"14169","","Bacopa","","monniera","","","","1","No","","","","","India","","","plant","depression, hysteria, epilepsy, insanity","12"
"40591","","Bacopa","","monnieri","","","","36","No","","","","","India","","","","","10"
"70394","","Baillonella","","toxisperma","","","","1","No","Vulnerable","","","","Africa","","","","","34"
"99595","","Baissea","","multiflora","","","","3","No","","","","","Africa","","","","","34"
"689","","Balanites","","aegyptiaca","","","","11","No","","","","","Africa","x","","","","25, 36, 7, 29"
"223708","","Baliospermum","","montanum","","","","1","No","","","","","India","","","seed","purgative","12"
"70386","","Baphia","","nitida","","","","5","No","","","","","Africa","","","","","34"
"102360","","Baptisia","","tinctoria","","","","47","No","","","","","US","x","","","","17"
"9027","","Barbarea","","vulgaris","","","","47","No","","","","","South America","","","","","31"
"40676","","Barlia","","robertiana","","","","7","No","","","II","2005-01-12","southern Eurpoe","x","Appendix II","","","13"
"40682","","Barringtonia","","racemosa","","","","20","No","","","","","Africa","","","","","34"
"6188","","Basella","","alba","","","","46","No","","","","","India, Africa","","","roots, leaf","gonorrhoea, allergic reactions, constipation","12, 34"
"4785","","Bauhinia","","petersiana","subsp.","serpae","","2","No","","","","","Africa","","","","","34"
"6494","","Bauhinia","","vahlii","","","","8","No","","","","","India","","","","","10"
"789","","Bauhinia","","variegata","","","","47","No","","","","","India","","","bark, roots, leaf","skin diseases, obesity, piles, ulcer","12"
"16368","","Begonia","","homonyma","","","","13","No","","Rare","","","Africa","x","","","","37"
"5464","","Belamcanda","","chinensis","","","","115","No","","","","","China","","","","","42"
"41008","","Benincasa","","hispida","","","","25","No","","","","","India, Africa","","","seed, fruit","peptic ulcer, bleeding, debility, intestinal worms, dandruff, mercury poisoning","12,34"
"41108","","Berberis","","amurensis","var.","japonica","","10","No","","","","","China","","","","","22"
"41154","","Berberis","","aristata","","","","29","No","","","","","India","x","","root bark, wood, ext.","skin diseases,jaundice, eye disorders, liver disorders, diabetes, obesity","12, 4, 14"
"41040","","Berberis","","asiatica","","","","12","No","","","","","India","x","","roots","the roots are used for curing diabetes and jaundice. Fresh roots are cut into small pieces and decoction is prepared. This is later filtered through a cloth, concentrated and dried in shade. Small pills (each of ca. 1","40, 24"
"41103","","Berberis","","chitria","","","","12","No","","","","","India","x","","","","24"
"14839","","Berberis","","lycium","","","","27","No","","","","","India, North Pakistan","x","","roots & new shoot apices","the roots are dried in shade and boiled in water. This decoction is concentrated at low temperature and finally dried. The dried product is called 'Rasaunt' and is used to cure eye infection. New vegetative apical shoots are also used for the same purpose. These are crushed and the sap is applied directly on the eyes.","40, 26, 14, 24"
"257579","","Berberis","","petiolaris","","","","2","No","","","","","India","x","","","","14"
"41038","","Berberis","","vulgaris","","","","91","No","","","","","Europe","","","","","21"
"41218","","Bergenia","","ciliata","f.","ligulata","","18","No","","","","","India, North Pakistan","","","roots","root decoction is taken empty stomach in the morning for 3 months to cure kidney stones.","40, 26"
"10249","","Bergenia","","stracheyi","","","","54","No","","","","","North Pakistan","","","","","26"
"41239","","Bertholletia","","excelsa","","","","6","No","Vulnerable","","","","South America","","","","","31"
"9022","","Beta","","vulgaris","subsp.","vulgaris","Albina Vereduna","20","Yes","","","","","Latin America and the Caribbean, Africa","","","","","39, 34"
"41260","","Betonica","","officinalis","","","","21","No","","","","","Europe","","","","","21"
"15253","","Betula","","lenta","","","","130","No","","","","","US","x","","","","17"
"12837","","Betula","","pendula","","","","152","No","","","","","Europe","","","","","21"
"184553","","Bidens","","alba","","","","7","No","","","","","South America","","","","","31"
"41388","","Bidens","","bipinnata","","","","8","No","","","","","China, Africa","","","","","22, 34"
"41381","","Bidens","","pilosa","","","","27","No","","","","","Africa, South America","","","","","34, 31"
"193446","","Bidens","","schimperi","","","","1","No","","","","","Africa","","","","","34"
"817","","Bixa","","orellana","","","","103","No","","","","","Latin America and the Caribbean, Africa, India, South America","","","seed","aphrodisiac","39, 34, 12, 31"
"157266","","Blepharis","","edulis","","","","2","No","","","","","India","","","","aphrodisiac, expectorant","12"
"819","","Bletilla","","striata","","","","104","No","","","II","2005-01-12","China, Hong Kong, Japan, Korea","x","Appendix II","","","22, 42"
"156781","","Boerhavia","","erecta","","","","7","No","","","","","Africa","","","","","34"
"41595","","Bombax","","malabaricum","","","","10","No","","","","","India","","",".","diarrhoea, dysentery","12"
"18227","","Boophone","","disticha","","","","20","No","","","","","Africa","x","","","","29"
"5088","","Borassus","","flabellifer","","","","17","No","","","","","India","","","root, flower,. stalk, bark, fruit","restorative, stimulant, diuretic, nutritive","12"
"162514","","Borreria","","verticillata","","","","4","No","","","","","Africa","","","","","36"
"157395","","Boscia","","salicifolia","","","","2","No","","","","","Africa","x","","","","29"
"127287","","Boscia","","senegalensis","","","","3","No","","","","","Africa","x","","","","29"
"157283","","Boswellia","","neglecta","","","","2","No","","","","","Africa","x","","","","25"
"146501","","Boswellia","","serrata","","","","1","No","","","","","India","","","gum resin","arthritis","12"
"10484","","Bougainvillea","","spectabilis","","","","33","No","","","","","South America","","","","","31"
"839","","Bowiea","","volubilis","","","","88","No","","","","","Africa","x","","","","37, 29"
"255529","","Brassica","","carinata","","","","6","No","","","","","Africa","","","","","34"
"15701","","Brassica","","juncea","","","","36","No","","","","","Africa, India","","","seed , oil","rheumatism, sciatica","34, 12"
"13800","","Brassica","","nigra","","","","49","No","","","","","India, Europe","","","seed","stimulant, emetic, laxative","12, 21"
"13405","","Brassica","","oleracea","","","","28","No","","","","","Africa, India","","","leaf","cough, bronchitis, asthma","34, 12"
"11841","","Brassica","","rapa","","","Miike Giant Purple","0","No","","","","","Latin America and the Caribbean","","","","","39"
"70409","","Bridelia","","micrantha","","","","7","No","","","","","Africa","x","","","","25"
"7359","","Broussonetia","","papyrifera","","","","110","No","","","","","China","","","","","22"
"270789","","Brucea","","antidysenterica","","","","3","No","","","","","Africa","x","","","","25"
"8034","","Brucea","","javanica","","","","9","No","","","","","China","","","","","22"
"106872","","Brugmansia","","sp","","","","1","No","","","","","South America","","","","","31"
"41858","","Bruguiera","","gymnorhiza","","","","10","No","Least Concern","","","","Africa","","","","","34"
"41876","","Bryonia","","alba","","","","30","No","","","","","Europe","","","","","21"
"41883","","Bryophyllum","","pinnatum","","","","11","No","","","","","India","","","leaf","bruises, boils, wounds, bleeding, insect bites","12"
"7166","","Buddleja","","davidii","","","","87","No","","","","","South America","","","","","31"
"41924","","Buglossoides","","purpurocaerulea","","","","23","No","","","","","Europe","","","","","21"
"890","","Bulbine","","abyssinica","","","","12","No","","","","","Africa","","","","","34"
"254332","","Bulbine","","capitata","","","","2","No","","","","","Africa","","","","","34"
"892","","Bulbine","","frutescens","","","","48","No","","","","","Africa","","","","","7"
"184478","","Bulbine","","margarethae","","","","2","No","","Endangered","","","Africa","x","","","","37"
"142276","","Bulbophyllum","","kwangtungense","","","","2","No","","","","","Asia","x","Appendix II","","","13"
"13469","","Bulbophyllum","","odoratissimum","","","","10","No","","","II","2005-01-12","Asia","x","Appendix II","","","13"
"146792","","Bumelia","","salicifolia","","","","0","No","","","","","South America","","","","","31"
"252426","","Bupleurum","","chinense","","","","2","No","","","","","China","","","","","42"
"900","","Bursera","","fagaroides","","","","51","No","","","","","US","x","","","","17"
"903","","Bursera","","microphylla","","","","29","No","","","","","South America","","","","","31"
"906","","Bursera","","simaruba","","","","39","No","","","","","South America","","","","","31"
"146818","","Butea","","frondosa","","","","1","No","","","","","India","","","flower,gum, seed, leaf","diarrhoea, skin disorders, diabetes, leucorrhoea, eye diseases, filaria, herpes","12, 4"
"907","","Butea","","monosperma","","","","17","No","","","","","India","","","flower,gum, seed, leaf","diarrhoea, skin disorders, diabetes, leucorrhoea, eye diseases, filaria, herpes","12, 10"
"910","","Byrsonima","","crassifolia","","","","23","No","","","","","South America","","","","","31"
"127319","","Cadaba","","farinosa","","","","4","No","","","","","Africa","x","","","","29"
"70820","","Caesalpinia","","coriaria","","","","10","No","","","","","Africa","","","","","34"
"70822","","Caesalpinia","","crista","","","","5","No","","","","","India","","","seed","asthma, inflammations","12"
"918","","Caesalpinia","","pulcherrima","","","","79","No","","","","","India","","","root, bark, leaf","bronchitis, asthma, purgative, cholera, malaria","12"
