"cwr_id","orig_record","sp","spp","var","auth"
1588,"Vicia sativa L.","Vicia sativa",,,"L."
1589,"Vicia sativa subsp. amphicarpa (L.) Batt.","Vicia sativa","amphicarpa",,"(L.)"
1590,"Vicia sativa subsp. devia J. G. Costa","Vicia sativa","devia",,"J."
1591,"Vicia sativa subsp. incisa (M. Bieb.) Arcang.","Vicia sativa","incisa",,"(M."
1592,"Vicia sativa subsp. macrocarpa (Moris) Arcang.","Vicia sativa","macrocarpa",,"(Moris)"
1593,"Vicia sativa subsp. nigra (L.) Ehrh.","Vicia sativa","nigra",,"(L.)"
1594,"Vicia sericocarpa Fenzl","Vicia sericocarpa",,,"Fenzl"
1595,"Vicia serratifolia Jacq.","Vicia serratifolia",,,"Jacq."
1596,"Vicia tigridis Mouterde","Vicia tigridis",,,"Mouterde"
1597,"Vigna aconitifolia (Jacq.) Marechal","Vigna aconitifolia",,,"(Jacq.) Marechal"
1598,"Vigna angularis (Willd.) Ohwi & Ohashi","Vigna angularis",,,"(Willd.) Ohwi & Ohashi"
1599,"Vigna angularis var. nipponensis (Ohwi) Ohwi & H. Ohashi","Vigna angularis",,"nipponensis ","(Ohwi) Ohwi & H. Ohashi"
1600,"Vigna aridicola N.Tomooka & Maxted","Vigna aridicola",,,"N.Tomooka & Maxted"
1601,"Vigna dalzelliana (Kuntze) Verdc.","Vigna dalzelliana",,,"(Kuntze) Verdc."
1602,"Vigna exilis Tateishi & Maxted","Vigna exilis",,,"Tateishi & Maxted"
1603,"Vigna glabrescens Marechal & al.","Vigna glabrescens",,,"Marechal & al."
1604,"Vigna grandiflora (Prain) Tateishi & Maxted","Vigna grandiflora",,,"(Prain) Tateishi & Maxted"
1605,"Vigna hirtella Ridl.","Vigna hirtella",,,"Ridl."
1606,"Vigna hosei (Craib) Backer","Vigna hosei",,,"(Craib) Backer"
1607,"Vigna keraudrenii Du Puy & Labat","Vigna keraudrenii",,,"Du Puy & Labat"
1608,"Vigna khandalensis (Santapau) Sundararagh. & Wadhw","Vigna khandalensis",,,"(Santapau) Sundararagh. & Wadhw"
1609,"Vigna minima (Roxb.) Ohwi & H. Ohashi","Vigna minima",,,"(Roxb.) Ohwi & H. Ohashi"
1610,"Vigna monantha Thulin","Vigna monantha",,,"Thulin"
1611,"Vigna mungo (L.) Hepper","Vigna mungo",,,"(L.) Hepper"
1612,"Vigna mungo var. silvestris Lukoki et al.","Vigna mungo",,"silvestris ","Lukoki et al."
1613,"Vigna nakashimae (Ohwi) Ohwi & H. Ohashi","Vigna nakashimae",,,"(Ohwi) Ohwi & H. Ohashi"
1614,"Vigna nepalensis Tateishi & Maxted","Vigna nepalensis",,,"Tateishi & Maxted"
1615,"Vigna radiata (L.) Wilczek","Vigna radiata",,,"(L.) Wilczek"
1616,"Vigna radiata var. sublobata (Roxb.) Verdc.","Vigna radiata",,"sublobata ","(Roxb.) Verdc."
1617,"Vigna reflexopilosa Hayata","Vigna reflexopilosa",,,"Hayata"
1618,"Vigna riukiuensis (Ohwi) Ohwi & H.Ohashi","Vigna riukiuensis",,,"(Ohwi) Ohwi & H.Ohashi"
1619,"Vigna schlecteri Harms","Vigna schlecteri",,,"Harms"
1620,"Vigna stipulacea Kuntze","Vigna stipulacea",,,"Kuntze"
1621,"Vigna subramaniana (Babu ex Raizada) M.Sharma","Vigna subramaniana",,,"(Babu ex Raizada) M.Sharma"
1622,"Vigna subterranea var. spontanea (Harms) Pasquet","Vigna subterranea",,"spontanea ","(Harms) Pasquet"
1623,"Vigna tenuicaulis N.Tomooka & Maxted","Vigna tenuicaulis",,,"N.Tomooka & Maxted"
1624,"Vigna trilobita (L.) Verdc.","Vigna trilobita",,,"(L.) Verdc."
1625,"Vigna trinervia (B.Heyne ex Wight & Arn.) Tateishi & Maxted","Vigna trinervia",,,"(B.Heyne ex Wight & Arn.) Tateishi & Maxted"
1626,"Vigna umbellata (Thunb.) Ohwi & Ohashi","Vigna umbellata",,,"(Thunb.) Ohwi & Ohashi"
1627,"Vigna umbellata (Thunb.) Ohwi & Ohashi var. umbellata ","Vigna umbellata",,"umbellata ","(Thunb.) Ohwi & Ohashi "
1628,"Vigna unguiculata subsp. aduensis Pasquet","Vigna unguiculata","aduensis",,"Pasquet"
1629,"Vigna unguiculata subsp. alba Pasquet","Vigna unguiculata","alba",,"Pasquet"
1630,"Vigna unguiculata subsp. baoulensis (A. Chev.) Pasquet","Vigna unguiculata","baoulensis",,"(A."
1631,"Vigna unguiculata subsp. burundiensis Pasquet","Vigna unguiculata","burundiensis",,"Pasquet"
1632,"Vigna unguiculata subsp. dekindtiana (Harms) Verdc.","Vigna unguiculata","dekindtiana",,"(Harms)"
1633,"Vigna unguiculata subsp. letouzeyi Pasquet","Vigna unguiculata","letouzeyi",,"Pasquet"
1634,"Vigna unguiculata subsp. pawekiae Pasquet","Vigna unguiculata","pawekiae",,"Pasquet"
1635,"Vigna unguiculata subsp. pubescens (R. Wilczek) Pasquet","Vigna unguiculata","pubescens",,"(R."
1636,"Vigna unguiculata subsp. stenophylla (Harv.) Marechal et al.","Vigna unguiculata","stenophylla",,"(Harv.)"
1637,"Vigna unguiculata subsp. tenuis (E. Mey.) Marechal et al.","Vigna unguiculata","tenuis",,"(E."
1638,"Vigna unguiculata var. spontanea (Schweinf.) Pasquet","Vigna unguiculata",,"spontanea ","(Schweinf.) Pasquet"
1639,"Vitis _ champinii Planch.","Vitis _",,,"champinii Planch."
1640,"Vitis _ slavinii Rehder","Vitis _",,,"slavinii Rehder"
1641,"Vitis acerifolia Raf.","Vitis acerifolia",,,"Raf."
1642,"Vitis aestivalis Michx.","Vitis aestivalis",,,"Michx."
1643,"Vitis amurensis Rupr.","Vitis amurensis",,,"Rupr."
1644,"Vitis berlandieri Planch.","Vitis berlandieri",,,"Planch."
1645,"Vitis bryoniifolia Bunge","Vitis bryoniifolia",,,"Bunge"
1646,"Vitis californica Benth.","Vitis californica",,,"Benth."
1647,"Vitis cinerea (Engelm.) Engelm. ex Millardet ","Vitis cinerea",,,"(Engelm.) Engelm. ex Millardet "
1648,"Vitis cinerea var. helleri (L. H. Bailey) M. O. Moore","Vitis cinerea",,"helleri ","(L. H. Bailey) M. O. Moore"
1649,"Vitis davidii (Rom. Caill.) Foex","Vitis davidii",,,"(Rom. Caill.) Foex"
1650,"Vitis labrusca L.","Vitis labrusca",,,"L."
1651,"Vitis monticola Buckley","Vitis monticola",,,"Buckley"
1652,"Vitis mustangensis Buckley","Vitis mustangensis",,,"Buckley"
1653,"Vitis nesbittiana Comeaux","Vitis nesbittiana",,,"Comeaux"
1654,"Vitis piasezkii Maxim.","Vitis piasezkii",,,"Maxim."
1655,"Vitis rotundifolia Michx.","Vitis rotundifolia",,,"Michx."
1656,"Vitis rupestris Scheele","Vitis rupestris",,,"Scheele"
1657,"Vitis tiliifolia Humb. & Bonpl. ex Schult.","Vitis tiliifolia",,,"Humb. & Bonpl. ex Schult."
1658,"Vitis vinifera L.","Vitis vinifera",,,"L."
1659,"Vitis vulpina L.","Vitis vulpina",,,"L."
1660,"Xanthosoma sagittifolium (L.) Schott","Xanthosoma sagittifolium",,,"(L.) Schott"
1661,"Zea diploperennis H. H. Iltis et al.","Zea diploperennis",,,"H. H. Iltis et al."
1662,"Zea luxurians (Durieu & Asch.) R. M. Bird","Zea luxurians",,,"(Durieu & Asch.) R. M. Bird"
1663,"Zea mays subsp. huehuetenangensis (H. H. Iltis & Doebley) Doebley","Zea mays","huehuetenangensis",,"(H."
1664,"Zea mays subsp. mexicana (Schrad.) H. H. Iltis","Zea mays","mexicana",,"(Schrad.)"
1665,"Zea mays subsp. parviglumis H. H. Iltis & Doebley","Zea mays","parviglumis",,"H."
1666,"Zea nicaraguensis H. H. Iltis & B. F. Benz","Zea nicaraguensis",,,"H. H. Iltis & B. F. Benz"
1667,"Zea perennis (Hitchc.) Reeves & Mangelsd.","Zea perennis",,,"(Hitchc.) Reeves & Mangelsd."
